club,leagueCountry,birthday,position,redCards,meanIAT_redCards,ties,meanExp_yellowReds,yellowCards,meanIAT_yellowCards,meanExp_redCards,skin_color,height,meanExp_yellowCards,victories,meanIAT_yellowReds,defeats,games,goals,weight
31,3,8551.0,3,0,-0.0015038422350698141,8,-0.0020436873952285463,7,-0.005177866836494155,-0.002943510159727137,0,179.0,-0.0161222879653568,27,-0.0014224511512334359,23,58,2,72.0
33,3,6406.0,1,0,-0.0015282264401782822,26,-0.0021545669691094248,15,-0.007018512709409629,-0.006587212408254028,0,177.0,-0.010461091456747606,45,-0.0014455156322139458,59,130,14,68.0
70,0,5866.0,6,0,-0.0014221289929788599,67,0.0001065809272887412,17,-0.02204107106438677,-0.011521760218838422,0,184.0,-0.025993113181817136,113,-0.0002640124702063091,73,253,4,82.0
44,3,2622.0,0,4,0.0042947933759523455,63,-4.2603373194780856e-05,52,0.02725072289393263,0.07314602926422772,0,185.0,0.04575733262126249,93,-2.337650510866976e-05,96,252,14,82.0
58,2,4509.0,5,1,0.0004129147295516144,50,0.00418089252699862,23,-0.00233101815905172,0.0038249535161876133,0,170.0,-0.002496155737087109,68,0.0041679382590678596,64,182,9,63.0
29,1,7390.0,9,1,0.0024048099509152037,24,-0.001802175733763389,9,-0.013299763509159538,0.008490223763363435,0,191.0,-0.017172396780662427,30,-0.0014082294937027054,41,95,27,80.0
1,1,6079.0,9,0,-0.0015236907182340136,60,3.8987731337052615e-05,17,-0.024711681580789204,-0.017870973512367383,1,184.0,-0.03455608235627583,124,-6.206283749644412e-05,79,263,86,81.0
85,0,8049.0,9,0,-0.001413429470047138,28,-0.0015819277409005329,4,-0.031904691092526166,-0.003449347384874681,1,180.0,-0.03888756123834175,40,-0.0013369317139589993,38,106,11,74.0
38,1,3486.0,5,3,0.001801539161464375,69,-0.0008187563619422942,74,0.033010578902417084,0.02077708319595001,0,170.0,0.04457959920599498,163,-0.00036728974954066665,93,325,5,66.0
67,3,6041.0,7,0,-0.0015740364270098591,59,0.0033278366826543053,26,-0.0012997192789276507,-0.012205709498220809,0,179.0,0.0010288919599150974,66,0.002173466526889935,77,202,36,77.0
40,1,3789.0,1,3,0.0004950270103122028,145,-0.0021102351651799468,46,-0.017286457902568986,-0.005244243656318255,0,180.0,-0.023197436236611902,181,-0.0014403260475665727,210,536,118,76.0
20,3,8460.0,6,0,-0.0015386949098339967,15,-0.0022546037316505804,6,-0.02280921523538188,-0.007397578922823131,0,172.0,-0.03533329160066038,48,-0.0014554175264194446,21,84,3,67.0
47,3,7393.0,7,2,0.007446224643672327,17,-0.002372336065498845,9,-0.008708647651053428,0.062448293778342275,0,176.0,-0.013919908314427763,25,-0.0014902971779505382,40,82,3,68.0
10,3,7312.0,3,0,-0.001576273656842459,32,0.002085496432915661,16,-0.004493147963497148,-0.00892638465987944,0,181.0,-0.0071461277211512155,61,0.001311261765263553,39,132,9,71.0
21,3,4473.0,5,1,-0.00027243691342405897,74,0.001778291380352762,69,0.04043418166386071,-0.013963962068947738,0,185.0,0.06373992419124631,90,0.0011152410695331166,120,284,20,80.0
11,1,6325.0,0,0,-0.0014800159630155227,18,-0.001540580931676331,5,-0.01961732324260643,-0.003401721319955273,0,192.0,-0.0205976387176314,27,-0.0013999144068044876,21,66,3,87.0
56,3,2387.0,6,8,0.004424451101783639,127,0.005843515102823849,121,0.04243345328056024,0.03710752364856745,0,183.0,0.06722518127400125,207,0.0037625667015362342,153,487,10,78.0
23,3,5487.0,8,1,-0.0005475283052843729,89,-0.0006785117561629352,61,0.012496709089754345,-0.007738773138626013,0,180.0,0.01931328141621792,164,-0.00046319707652031536,113,366,19,72.0
18,3,6828.0,11,0,-0.0015727788289508946,18,-0.002379531261082057,5,-0.029194429976209718,-0.006385161685217984,1,179.0,-0.04696658526955067,31,-0.00148765675262001,43,92,4,72.0
72,3,4442.0,2,1,-5.8158814078674325e-05,55,0.007259467812221756,62,0.04418729468362801,0.005484790696435201,0,179.0,0.07184668420081805,85,0.004556010073562079,105,245,19,70.0
74,3,8540.0,9,0,-0.0015692711687508366,22,0.00416495892565495,9,-0.011871325941297823,-0.0074217291995850075,0,170.0,-0.01378592568507354,34,0.0026255898899831525,34,90,16,63.0
17,1,6575.0,5,1,7.154973260558911e-06,67,0.0041611046238685424,49,0.021860845183865708,-0.0013582827159771599,0,183.0,0.027917581461719142,105,0.00396891349096404,80,252,5,82.0
65,1,8663.0,1,0,-0.0014614468901974831,31,-0.0016528317973217522,19,-0.00879955466177099,-0.007032422194658733,0,185.0,-0.013459479689449216,95,-0.0013823503310049189,48,174,39,74.0
40,1,8115.0,8,1,0.0009511583512940863,30,-0.0013672049099462426,22,0.007575986075084405,0.002162510249819601,0,177.0,0.007186168880139975,65,-0.0013585411993390418,46,141,5,69.0
52,1,7891.0,6,0,-0.0014354398567246842,28,-0.001367326038726178,8,-0.02467309774411045,-0.002909554430479141,0,183.0,-0.02502966999418586,62,-0.001357750852521837,43,133,6,73.0
78,1,6983.0,9,0,-0.0014439352964183381,49,0.002028675660062936,14,-0.020758108548054488,-0.008205709162518686,0,188.0,-0.021847312696733998,95,0.002122588241142413,49,193,50,83.0
41,1,5583.0,5,0,-0.0014371534089624009,52,-0.001380196110279657,41,0.013219120926955905,-0.009892950924653978,0,190.0,0.014412063604264147,105,-0.0013593716637322136,81,238,20,78.0
6,2,4568.0,2,0,-0.0014376441118553436,52,-0.001433152246079451,12,-0.02513848040492991,-0.009661621716446923,0,186.0,-0.02679757895788213,72,-0.0013598358087593338,81,205,39,73.0
30,2,6072.0,10,0,-0.0014356094070677018,43,-0.001488477967546382,9,-0.021576675031480103,-0.006592139640827723,0,168.0,-0.02579763178429513,36,-0.0013579112264460384,50,129,14,65.0
82,2,3906.0,5,1,-0.0004385023836860512,104,-0.00040796129985640114,40,-0.004989003606132614,-0.003892631065074281,0,181.0,-0.003795566246361121,109,-0.00036117861872725365,125,338,10,73.0
74,3,4291.0,1,1,-0.000494379251702781,79,-0.0005321622112219791,33,-0.01367665468934855,-0.003986810674671898,1,183.0,-0.01795609574178551,179,-0.0004104240874910567,92,350,107,72.0
19,0,3532.0,4,3,0.0012433290429350414,89,-0.002084601616344369,17,-0.03376381385317587,0.02831005364290012,0,186.0,-0.04693555484033228,239,-0.0014901936636845426,83,411,0,79.0
17,1,5002.0,6,1,0.0001752385001882669,49,0.005223519966253875,37,0.011953887220854224,0.021532790654663063,1,185.0,0.02008837886767717,107,0.0019224227764075934,66,222,10,76.0
52,1,6851.0,9,1,0.000701853467161172,30,-0.0024747732627808873,19,-0.0045720626144701605,0.015631245865294692,1,181.0,-0.0006839109831133077,78,-0.0014167246049974652,50,158,42,78.0
45,0,1932.0,4,4,0.0010921163399900294,137,-0.0015064243613047176,28,-0.02600906862114664,-0.001069009603374644,0,193.0,-0.028229144881693195,171,-0.0013258352130419992,216,524,0,80.0
5,2,5009.0,10,1,-0.00033674909503533844,99,-0.0015085433275837644,31,-0.010590688719874057,-0.0017183852405645804,0,180.0,-0.01368264152962788,129,-0.001363309352614025,75,303,57,76.0
18,3,4494.0,1,0,-0.0015765925504239563,102,-0.00026836120819653586,44,-0.016416208316864606,-0.015012472365446663,0,186.0,-0.02216861042368969,317,-7.074493439061271e-05,77,496,161,78.0
76,2,6460.0,5,1,0.0018326614975582827,23,0.014801616413655834,27,0.041699860237291865,0.01594379594866156,1,192.0,0.06582012752952401,39,0.0055656967487045465,47,109,13,76.0
7,2,4544.0,7,0,-0.001413414080018635,54,0.0001897037730113485,40,0.01677648552747988,-0.009057368313299485,0,181.0,0.015572015162275457,67,0.00020540494379424568,96,217,11,70.0
4,2,6995.0,10,0,-0.001430686734368984,28,0.0016089944959604967,12,-0.008590618779310891,-0.006067908926631382,0,175.0,-0.010610691711753923,49,0.0016619152537530127,34,111,16,65.0
52,1,7402.0,11,0,-0.0014391893267067127,30,-0.0014351923823627015,15,-0.0042887480031453965,-0.0032261128376498372,0,183.0,-0.004500207063556048,48,-0.0013612973933544296,46,124,24,76.0
18,3,6561.0,9,0,-0.0015169755447345993,81,-0.0020500404874500204,10,-0.03942835237603789,-0.016524718889339433,0,187.0,-0.056210849486709964,280,-0.0014348736587388936,70,431,185,79.0
41,1,5485.0,5,2,0.004283833182753669,34,0.012664626228100577,21,0.01644917934972582,0.012996248839156713,1,184.0,0.03252864763301649,38,0.0050624225399437854,45,117,9,85.0
62,1,5132.0,0,3,0.0018282401082069261,82,0.0003229040187738088,54,0.012051431664089708,0.013335759885974366,0,190.0,0.008374207393576014,133,0.0005887124088713776,110,325,21,86.0
37,1,5654.0,11,0,-0.0014270862149493285,65,0.0010921191814838745,38,0.0018957909114138808,-0.012598673813798185,0,181.0,0.0032612151569845014,117,0.001071936015460222,96,278,28,75.0
11,1,6179.0,9,0,-0.0014889365546307649,44,-0.0018724576915812603,18,-0.009876784306923658,-0.008965187261702912,0,183.0,-0.01237234271957912,62,-0.0014083521973631448,66,172,34,77.0
64,0,5391.0,11,2,0.0003876929828666864,82,-0.0013998868905148332,16,-0.029487338031929537,0.0059767296938496185,1,188.0,-0.03160625315759377,127,-0.0013172601009328196,158,367,91,78.0
15,3,8078.0,1,0,-0.00157627365684246,2,-0.00237130138181573,2,0.0431446634090932,-0.003760476941821552,0,178.0,0.06861943512928248,0,-0.0014909624331241136,6,8,0,70.0
1,1,7848.0,1,0,-0.0015061354333204065,40,0.0021684295089714647,13,-0.02306492509541519,-0.009562646266440626,0,181.0,-0.033860366140529716,86,0.002243189136548741,62,188,33,76.0
26,2,6337.0,11,0,-0.0014459836870913823,84,-0.0015525430139730694,7,-0.03675416586448163,-0.010081696930345751,0,170.0,-0.041305929401747016,118,-0.0013677240287591874,82,284,102,64.0
78,1,6774.0,10,1,-0.0003741096484457708,66,-0.001452421344348417,33,-0.009709442507546512,-0.010528632152265157,0,186.0,-0.010545283613560308,177,-0.0013646847292605267,72,315,54,72.0
73,0,6486.0,11,2,0.0005633451533855617,89,-0.0016560691327539845,36,-0.009227643373199205,0.006384606620395078,0,182.0,-0.0127184329865951,154,-0.0013571150342423944,92,335,79,75.0
38,1,7958.0,5,1,0.0011156978243921274,23,0.0011909926187475635,30,0.031613918719759715,0.002335474246778812,0,185.0,0.031551816536949044,67,0.0011933368020451904,42,132,13,90.0
53,1,8639.0,1,0,-0.0014482271543554733,35,0.001542812369358833,19,0.01310860298713618,-0.0031806122885561405,0,175.0,0.012528622438852735,44,0.0016904099491372132,31,110,12,70.0
6,2,7240.0,8,0,-0.0014236704151644355,34,-0.0014334901037409314,14,-0.009765089902996179,-0.005702172446840815,1,180.0,-0.011856751652158477,52,-0.001346618397729482,48,134,3,77.0
37,1,7493.0,4,2,0.002423814852622835,40,-0.0014741568533761474,5,-0.035562210638453245,5.412091090874317e-05,0,189.0,-0.03911849874632019,76,-0.0013672422799577196,58,174,0,83.0
39,1,7935.0,5,2,0.002878119359731329,39,0.0007658485121852179,24,0.00667982257635721,0.006254030543522518,0,194.0,0.006129527246732541,67,0.0007980538621804947,50,156,7,80.0
29,1,8246.0,10,1,0.00042724970639099446,40,-0.0014573633495692136,25,0.00159883023632751,-0.003348959779554534,0,179.0,-0.0015550355924587105,73,-0.0013648136245192287,67,180,58,74.0
44,3,7190.0,6,0,-0.001576273656842459,17,0.00727291684022597,14,0.035564876642962616,-0.0051372635817234285,0,176.0,0.05656416235173034,20,0.004572866979780344,24,61,2,75.0
3,0,7208.0,6,1,0.0005220419534693083,35,-0.0015880784571274359,14,-0.016946190140595348,0.0008203174871546245,0,178.0,-0.019920209467121183,98,-0.0013455486874885815,35,168,5,64.0
0,0,5407.0,7,0,-0.0014077711836225962,64,-0.0003152352633215833,63,0.02520337137649833,-0.01839727066243613,1,175.0,0.027345658512635162,121,-0.00023897202793595558,114,299,37,69.0
19,0,3284.0,1,2,0.000548650138211021,75,-0.0016087634403682773,7,-0.037534693166184435,0.01041926834587615,0,171.0,-0.04516254129085144,141,-0.0013425412757053126,116,332,38,65.0
67,3,6118.0,4,3,0.005676541915455029,42,-0.00237130138181573,14,-0.01548226246697819,0.036861244203571016,0,191.0,-0.02462376621029393,50,-0.0014909624331241134,61,153,0,84.0
86,1,5907.0,9,0,-0.0014345155289618194,42,-0.0013542111115577473,5,-0.03543663461561373,-0.00339424930866335,1,191.0,-0.03536702311377488,69,-0.0013568765513087564,67,178,56,94.0
65,1,4971.0,9,2,0.0001049932126711546,86,-0.000367123046979969,43,-0.01322232846960765,-0.0034365037490269533,0,186.0,-0.016094278983303255,249,7.606557903918896e-05,114,449,277,78.0
39,1,7476.0,9,0,-0.001356519125842443,10,-0.0010741762310965707,4,-0.008788805240301322,-0.003140016014626624,1,174.0,-0.0019426064643871864,8,-0.0012831014764891073,22,40,5,68.0
29,1,8211.0,4,1,0.0027524783698893484,20,-0.0013759290192335248,3,-0.031987034929248544,0.0017568795557914925,0,196.0,-0.032601032333983634,27,-0.0013581396574660592,31,78,0,83.0
23,3,8042.0,5,0,-0.001537946337635766,34,-0.002307229342986925,28,0.004773454239132518,-0.014322131148223324,0,178.0,0.0058648816680261714,120,-0.0014547094685126221,38,192,15,74.0
52,1,8443.0,3,0,-0.001436622498415418,15,0.0020524921687615134,17,0.013436262785957515,-0.003996453486974031,0,181.0,0.012763341757157041,55,0.0020761117642830373,28,98,22,76.0
9,0,4095.0,0,1,-0.0007784144767446659,129,0.0005859414637462019,44,-0.016200477717582474,-0.0017148394975566382,1,183.0,-0.016182907011622574,295,-4.4610824761432505e-05,94,518,20,76.0
62,1,7378.0,7,0,-0.0014492327679931662,52,-0.001512640296790412,21,-0.013353118593968809,-0.010672972983645305,0,182.0,-0.011951491115644952,91,-0.001370797262614052,82,225,14,78.0
78,1,8993.0,0,1,0.002409529380866068,18,0.002330304500333254,7,-0.01761906081126309,0.0011851686498374435,0,184.0,-0.011069587385528335,40,0.002488534633642953,29,87,5,79.0
9,0,6727.0,9,3,0.0008799912915198774,99,-0.0008591033359972588,56,-0.004033924193532971,0.005878293769648238,0,172.0,-0.004616118287828382,246,-0.0006402298399766081,117,462,225,74.0
2,0,6889.0,8,0,-0.0014092544702103869,52,-0.0015666878997856015,27,-0.002784699017652624,-0.006047339794242847,1,180.0,0.0022325611695636774,97,-0.0013329826738365106,68,217,8,73.0
2,0,7452.0,8,0,-0.0014234439356826758,59,-0.0016296146174947991,32,0.003319701839088571,-0.01026089246456813,0,178.0,0.004337497635987392,113,-0.0013464041757904738,54,226,5,73.0
65,1,8088.0,0,1,0.000934823763942614,24,0.00299148779959021,34,0.03789336305543015,0.0022454416779300974,0,183.0,0.05206173552219767,75,0.003418851878249406,41,140,13,85.0
33,3,3874.0,0,2,0.002651081705296648,38,0.000990397541295949,26,0.0056268845701086005,0.02538925636019559,0,185.0,0.00894927924405015,68,0.0006227152479454412,69,175,10,78.0
21,3,5332.0,2,1,-0.00017339327250225908,69,-0.002368073724622048,42,0.00957331067191094,0.002946837571478998,0,188.0,0.015244648916890466,83,-0.001489289851264459,112,264,34,75.0
30,2,7232.0,8,0,-0.0014218286491808378,20,0.003213265939422168,16,0.030991811674226145,-0.003920810303775757,1,181.0,0.03683265118349388,26,0.0031778790372790308,28,74,0,74.0
5,2,5810.0,1,0,-0.0014158027760440845,76,0.001992106371718284,42,0.007512695202727161,-0.008137810793249382,1,173.0,0.0073510291992025705,112,0.0012728221097710489,79,267,7,70.0
52,1,7056.0,5,0,-0.0014511091882716029,65,-0.00030972993590431034,32,-0.005854232254630145,-0.010483463268689272,0,184.0,-0.006527621141876993,128,-0.00015730800204251925,84,277,26,77.0
62,1,6812.0,1,0,-0.0014431887465862596,55,0.001284796096805817,58,0.03501637635267765,-0.008867493418372074,0,180.0,0.04177896071871924,96,0.001360653754193526,96,247,39,78.0
65,1,7505.0,4,0,-0.0014510669862968651,27,-0.001473006193938402,4,-0.03471449774894799,-0.002851660887561554,0,198.0,-0.03636102221750995,60,-0.0013725322091908047,42,129,0,100.0
7,2,5679.0,10,0,-0.0014946673087763713,33,0.01165246384529097,17,0.002974806266167177,-0.006408840377485619,1,183.0,0.014432638523255763,38,0.004847880234039827,52,123,13,73.0
8,1,7687.0,0,0,-0.0014426379929574267,32,-0.001455066839509997,10,-0.022751529722266,-0.003092250644902413,0,196.0,-0.02321257601308287,62,-0.0013645594105821345,59,153,12,88.0
10,3,5559.0,8,0,-0.0015765306626766035,36,0.0054227979549170795,41,0.051205725229008535,-0.009378238077512358,0,166.0,0.08096304745163425,60,0.003408047373875816,55,151,3,68.0
66,2,3645.0,6,0,-0.0014317143521798473,89,0.0001389115597473652,15,-0.0264155953380292,-0.01168513591396801,0,170.0,-0.029037837760437345,101,-0.00035228402632075386,83,273,2,62.0
3,0,5731.0,0,3,0.0026602475503857905,52,0.001383759341469742,36,0.0041636609797513855,0.031429851463365376,0,185.0,0.005412608892893992,135,0.0013010972432286564,60,247,20,75.0
4,2,4526.0,4,0,-0.0014330871245679289,4,-0.0013791521884061585,1,-0.03438890889891002,-0.002353233820922743,0,184.0,-0.035126319867343984,12,-0.001355525455145121,16,32,0,76.0
14,0,6654.0,5,4,0.0037039378618926094,70,0.002707046124550805,76,0.053854192183451464,0.02384328266645973,0,178.0,0.06220692169435524,85,0.002503609057890486,101,256,9,76.0
73,0,5458.0,6,0,-0.0014036276313112099,118,-0.0007292935419829116,52,-0.006752486052482743,-0.02270396198603803,0,170.0,-0.007177590464254372,205,-0.0006174654065917593,137,460,34,74.0
15,3,2696.0,4,4,0.001750290603606272,111,-0.0022520198138233647,29,-0.025109760189486643,0.02006169503964104,0,188.0,-0.03781180982755606,184,-0.0014823238035217682,151,446,0,79.0
62,1,4860.0,5,2,0.002470499082386948,31,0.004464240266570516,33,0.01992645268437937,0.005406353211672856,0,188.0,0.01900568044526195,84,0.0044479982005600155,57,172,22,81.0
11,1,6753.0,0,1,0.0007502729959594067,39,-0.0013593543083179073,33,0.02720743019113985,0.005522897603273836,0,190.0,0.02701844663895129,52,-0.0013579251847574366,63,154,10,81.0
42,0,5812.0,0,2,0.001158607082149342,60,0.0027267563027179808,37,0.003641885946201186,-0.0003308919937542353,1,186.0,0.0034527882432845787,95,0.0025101662376769943,101,256,13,71.0
73,0,4154.0,2,0,-0.0013997262136983524,101,-0.0014879652368612651,42,-0.00971794482008308,-0.024956200454359617,0,172.0,-0.010689995071681885,184,-0.001323970106474906,121,406,56,68.0
1,1,8808.0,1,0,-0.001460524977963381,6,-0.0015466735682509141,4,-0.015783931883171717,-0.0020235803726461857,0,169.0,-0.021308223355777128,26,-0.0013814783145871376,13,45,11,67.0
65,1,7565.0,1,0,-0.0014561204134872518,52,-0.0016147223855802998,25,-0.011825097326650944,-0.0068336083487983675,0,176.0,-0.01308191546602421,125,-0.0013773121343431964,76,253,54,72.0
68,0,5315.0,0,2,0.0005012119293162613,105,-0.0014432171286634858,58,0.011279412899199516,0.008230408634845072,0,177.0,0.013275462671729478,115,-0.0013172686522642536,125,345,20,64.0
28,3,6638.0,0,0,-0.001513653363447519,16,-0.0023090128365358736,15,0.07305511030750363,-0.005176024322160099,0,188.0,0.14787941385599115,11,-0.001431731280844318,17,44,0,81.0
7,2,3325.0,4,2,0.013449509147604049,15,-0.0013728775767219011,1,-0.03716762610414937,0.04943049921781005,0,182.0,-0.037952968123044134,14,-0.0013481887939296169,16,45,0,74.0
25,3,6383.0,11,1,-0.0008711371353965626,96,-0.0022720240030137586,40,-0.019166536941074883,-0.02343001075606872,0,169.0,-0.030118345892891,337,-0.0014646516333482625,64,497,386,67.0
43,2,4808.0,9,1,-0.00037103485551891126,79,-0.002157294469418694,33,-0.010796551199833457,0.00040779780550965296,0,175.0,-0.012638873701908963,172,-0.0014586286992083562,73,324,152,72.0
78,1,7601.0,1,0,-0.0014445817268992141,30,-0.0014583024388892894,12,-0.020986674485161987,-0.008500441721328997,0,180.0,-0.0231620767542176,94,-0.0013663979455818232,44,168,31,79.0
27,3,5535.0,9,0,-0.0015671787269452516,81,-0.0023153886445073124,21,-0.02859252597160055,-0.023116192616337832,0,195.0,-0.045125943991895186,161,-0.001482359739835566,137,379,131,94.0
57,3,3614.0,9,1,0.00023321013236497103,46,0.0062643312838339465,38,0.019115070833090414,0.003203141046489376,0,185.0,0.029208254549220214,77,0.003926961983639235,82,205,56,72.0
49,2,6210.0,11,3,0.0024107759553621553,73,-0.001528496243266294,14,-0.026227676454898662,0.015037420788189856,1,184.0,-0.028705065542104113,104,-0.001357340290690315,82,259,89,66.0
57,3,5347.0,0,1,0.0006400215721709978,38,0.0011550192790799954,32,0.021591750256120115,-0.00029169840688307585,0,182.0,0.034391255736974234,63,0.0007252589989432942,66,167,9,72.0
17,1,8573.0,4,0,-0.001434515528961821,10,-0.0013542111115577456,1,-0.03815991862800428,-0.0021761803150520263,0,189.0,-0.03808495752420428,21,-0.0013568765513087575,19,50,0,75.0
14,0,3141.0,9,1,-0.0005747701578142825,116,-0.0015228792557969804,20,-0.029119810756071562,-0.01470255698300949,1,184.0,-0.03058603029267198,201,-0.0013371650438180358,124,441,122,75.0
70,0,6217.0,3,2,0.001160819627784576,60,0.0008163939855994942,49,0.012065340738302302,-0.003792415986348361,0,179.0,0.011765418218547931,159,0.0009304085113926439,67,286,11,74.0
49,2,7488.0,6,1,0.0019162295151953519,22,-0.0019368721577355534,15,0.008083557003925018,0.005385132421417591,0,183.0,0.02136354792245074,37,-0.0014177880148141205,39,98,5,81.0
63,0,8785.0,10,0,-0.0015240429469063682,13,-0.001976046238455605,5,-0.014063801696666866,-0.0045089778005555385,0,182.0,-0.02096714704437644,25,-0.0014415585583387495,16,54,12,75.0
15,3,4990.0,1,2,0.00331730975569475,32,0.002414906198479979,21,0.003698538965870956,0.07628538841806161,0,177.0,0.003931868782798643,65,0.0009855213383733142,47,144,10,72.0
72,3,4704.0,5,0,-0.0015762736568424591,10,-0.0023713013818157298,5,-0.0063178520926798105,-0.004955667287671814,0,186.0,-0.010048228623767008,17,-0.0014909624331241134,16,43,1,81.0
43,2,6311.0,6,1,0.0006894724718833267,42,-6.551929877232148e-05,21,-0.0010893119105680118,0.007066803992319921,0,178.0,-0.0016686915878776625,64,0.0006192202075448733,54,160,13,78.0
30,2,2382.0,11,3,0.00036766021693643216,151,-0.0017008273466666145,45,-0.020629563106417326,-0.003186790777761649,0,164.0,-0.025802830123547997,294,-0.0013987885646867967,158,603,133,62.0
5,2,5427.0,1,4,0.002334038178719106,117,-0.0015525179173066193,48,-0.002300620233891114,0.013300321259780992,0,171.0,0.0017306537066307682,144,-0.0013687277735449012,118,379,48,68.0
70,0,6232.0,11,2,0.0004746342617800079,87,-0.0018429548715561289,84,0.027330599221504562,-0.0060434146477607595,0,182.0,0.036035220939546385,209,-0.0013956460530394257,101,397,234,81.0
48,1,6412.0,5,1,-0.00014115514884241773,44,0.00631737502177674,63,0.03765843066424755,-0.004848306133527543,1,187.0,0.042955986521108235,159,0.006460902418996082,55,258,13,80.0
18,3,5730.0,1,0,-0.0014745546327169638,80,-0.0018629022805501745,41,-0.0053134863317957975,-0.011888145059738566,0,174.0,-0.003980854450385684,189,-0.0013947486551123967,83,352,34,65.0
3,0,5633.0,9,2,-3.310786970098758e-05,98,-0.0009113857843282207,56,-0.004952818509227242,-0.004142843473715216,0,180.0,-0.008141369756160697,234,-0.0006664466815631241,142,474,186,80.0
48,1,8764.0,4,0,-0.0014346163786698716,9,-0.0013603015058431221,3,-0.03178025496444828,-0.00281405360627708,0,194.0,-0.03191617787549352,57,-0.0013569719428198975,11,77,0,86.0
40,1,7677.0,11,0,-0.0014395848111195821,42,0.0008435015939309585,9,-0.02498719243362071,-0.0032050745794533915,0,178.0,-0.02568080676139456,65,0.0008676541070908072,44,151,23,73.0
1,1,6860.0,6,1,0.0005789647059006715,41,0.007882397400805295,26,0.007068222318550836,-0.005425882053062689,0,184.0,0.006839983435033442,71,0.0030409993308384365,55,167,7,80.0
3,0,5586.0,4,0,-0.0014375344849634473,15,-0.0017232561906449651,1,-0.04184571171558722,-0.005369108049951167,0,190.0,-0.05358685079507587,60,-0.0013597321151038776,29,104,0,84.0
78,1,5632.0,8,0,-0.001457355815746099,67,-0.0015821870380831715,10,-0.03375525595806071,-0.013731138007380343,0,184.0,-0.03879639656776945,137,-0.0013784806740505895,82,286,23,78.0
19,0,3486.0,8,0,-0.0013994675086549215,113,-0.0014815767580767568,67,0.0051334206605593,-0.02170871813220564,0,183.0,0.004403336770172233,165,-0.0013237254030889548,171,449,9,78.0
31,3,7745.0,6,1,0.003337238416234969,13,0.013335790105245148,15,0.023890885782321056,0.01635969540774715,0,177.0,0.03901770076313402,26,0.008287054420797605,37,76,3,68.0
40,1,7543.0,9,0,-0.0014903969896633553,40,-0.001804114625859207,14,-0.021555047372738518,-0.00834035648386511,0,188.0,-0.02807133639857817,92,-0.001409733590600393,65,197,64,86.0
0,0,4155.0,5,0,-0.001446593425576103,97,0.001613418255624505,74,0.01499119607140886,-0.01018725138083856,1,183.0,0.01824393102947833,227,0.0012935762346859914,89,413,29,76.0
9,0,4224.0,8,2,0.00022671950945679268,99,0.000440513284436799,70,0.01113536611841865,0.005275912870538653,1,184.0,0.012385221689844716,256,0.00031121080811693066,77,432,38,77.0
72,3,4745.0,0,1,0.0007648250405447039,40,0.0013520993241623947,32,0.02558642317868946,0.005024334225545399,0,187.0,0.040693929834446536,50,0.0008501362642630509,68,158,6,80.0
38,1,5130.0,2,2,0.0009144683861345496,62,-0.00024574519964702755,26,-0.008582133011128342,-0.002077028369668396,0,180.0,-0.008080907262583424,111,-1.4873229817660256e-05,72,245,8,72.0
26,2,7348.0,0,4,0.0047562516098141475,61,-0.0015043438150523698,23,-0.009833635588480629,0.03206301497466723,1,187.0,-0.013360270852454992,104,-0.0013635760004933534,51,216,11,82.0
62,1,6558.0,10,1,0.0005903257679458412,36,0.00016736857054574334,21,-0.0025778001766074577,0.00586331445935143,1,185.0,-0.0026289466802278077,70,0.0006439166528938122,63,169,65,79.0
21,3,4372.0,6,1,0.00029388797513851437,43,-0.0023815813663680767,50,0.044155885999732906,-0.0007370938837426696,0,175.0,0.07188811512437608,75,-0.0014890591693840494,80,198,5,72.0
31,3,5168.0,9,2,0.0010404991776093511,70,-0.002373209059506453,26,-0.015286938167894169,0.01974318469283908,0,185.0,-0.024538438881755272,103,-0.0014884238579938472,110,283,53,77.0
46,3,4813.0,9,0,-0.0015010834750623188,59,0.005067675237340384,16,-0.013526882825182171,-0.006428003948653622,1,187.0,-0.014962262910697416,52,0.00290639916660462,60,171,35,83.0
52,1,3542.0,0,0,-0.0014428221383406335,99,-0.0006430125209698732,56,0.00022500072497143775,-0.016176371290894952,0,189.0,0.0018855023333309688,194,-0.0005651417543765856,128,421,35,87.0
74,3,5287.0,5,4,0.004191053759384378,56,0.011013537549273887,68,0.0551906349367798,0.07326517955308291,0,174.0,0.0932919122835818,90,0.006143687716187157,93,239,8,65.0
48,1,5929.0,4,0,-0.001458066663184495,70,-0.0016120549972695696,12,-0.035878529756103936,-0.017910828840852655,0,193.0,-0.04059061162818077,273,-0.0013791530489404011,81,424,0,92.0
10,3,2215.0,8,1,-0.0007246885490358671,104,-0.000993483967698217,50,-0.00688485288449204,-0.010978828728514965,0,176.0,-0.008357299787819862,196,-0.0006397604656009793,138,438,2,80.0
62,1,6913.0,5,1,-1.6300521204476388e-05,44,-1.8460399008455162e-05,40,0.012459970017381007,0.002944295589818659,0,170.0,0.014881367437909337,105,6.178093223506026e-05,87,236,17,70.0
4,2,7074.0,0,1,0.00010307255933538712,49,0.0032784147270119315,37,0.013470760193037086,0.0035719066878764773,1,184.0,0.012376986656056993,97,0.003360607353140443,67,213,4,77.0
