playerShort,club,leagueCountry,birthday,position,yellowCards,redCards,victories,goals,meanIAT_yellowCards,meanIAT_redCards,meanExp_yellowReds,games,meanExp_redCards,ties,meanExp_yellowCards,height,defeats,meanIAT_yellowReds,weight,skin_color
roy-contout,FC Sochaux,France,5520.0,Center Forward,26,0,68,25,-0.0073430675766888815,-0.0014259623452775227,-0.0013840717997752876,232,-0.0014632668595096021,72,-0.006376857302163886,174.0,92,-0.0013487862837961717,62.0,0.5
ruben,CA Osasuna,Spain,4411.0,Center Back,42,0,59,7,0.040626580705846065,-0.0015713348097454317,0.007859166180653972,173,-0.0024765577845065373,47,0.06532092561753196,187.0,67,0.004928048896841551,83.0,0.0
ruben-castro,Real Betis,Spain,4195.0,Right Winger,29,1,121,126,-0.018593860818748646,-0.0005157903568974633,-0.002368441291692606,349,-0.0008182952374351451,88,-0.029531870333756226,172.0,140,-0.0014903795189398692,69.0,0.25
ruben-garcia_3,Levante UD,Spain,8595.0,Right Midfielder,14,0,33,7,0.01503889304958454,-0.0015435584114497536,-0.0023117268251827195,81,-0.002444001280915064,18,0.021204532976697527,171.0,30,-0.00146001780516613,72.0,0.75
ruben-mino,RCD Mallorca,Spain,6957.0,Goalkeeper,5,0,19,0,-0.01900958807317752,-0.0015762736568424593,-0.0023713013818157298,61,-0.002506984627881035,16,-0.030233801646644992,190.0,26,-0.0014909624331241136,87.0,0.625
ruben-pardo,Real Sociedad,Spain,8330.0,Center Midfielder,11,0,45,4,-0.005220247827015997,-0.0015716358170646625,-0.002393310003231981,95,-0.002530252558307132,24,-0.002073329068223317,182.0,26,-0.0014865756029252282,68.0,0.0
ruben-perez_2,Real Betis,Spain,7055.0,Defensive Midfielder,46,0,37,1,0.10375231093164874,-0.0015736121999607186,0.0029474105631812674,111,-0.002487176399878509,34,0.16421470996320187,178.0,40,0.0018439297025573892,72.0,0.25
rudy-mater,Valenciennes FC,France,3938.0,Right Fullback,55,0,75,6,0.03367282862864006,-0.0014257134400083155,0.001495269366784825,235,-0.0014432775590538587,66,0.03435635092406605,178.0,94,0.0014998227318539158,70.0,0.0
rui-fonte,Espanyol Barcelona,Spain,7417.0,Center Forward,11,0,26,8,-0.0014975002482226756,-0.0015753320177473939,-0.002414791278468435,85,-0.002552962968387454,23,-0.0020846780362824913,181.0,36,-0.0014900717575043012,73.0,0.5
ryad-boudebouz,FC Sochaux,France,7354.0,Right Midfielder,15,0,64,29,-0.02103044780306454,-0.0014240276670125624,0.0007100739937712195,213,-0.0014614093141290829,57,-0.02111560798903479,172.0,92,0.0003099450919650289,59.0,0.25
ryan-bertrand,Chelsea FC,England,7156.0,Left Fullback,31,0,88,4,0.0017526863557704945,-0.0014071738990720146,-0.0015619557591743506,224,-0.0016513291426001595,61,0.00622930008358274,179.0,75,-0.001331014707555218,85.0,0.625
ryan-mason,Tottenham Hotspur (R),England,7833.0,Attacking Midfielder,8,0,23,12,-0.010773964928655838,-0.0014014101426683893,-0.0015086878841363074,79,-0.0015950133385845596,22,-0.013819431431383682,175.0,34,-0.0013255628976907425,71.0,0.125
ryan-mclaughlin_2,Liverpool FC,England,9038.0,Right Fullback,1,0,4,2,-0.02332224134838099,-0.0014751631887573178,-0.002271335364128358,16,-0.002401298665069834,2,-0.02710328307939946,183.0,10,-0.0013953242748283507,75.0,0.0
ryan-nelsen,Queens Park Rangers,England,2847.0,Center Back,29,1,102,16,-0.008918290472439605,-0.00021197892314093946,0.0011313426130120366,276,-0.00024318554940491334,73,-0.007116217067808882,188.0,101,0.0010472141523553066,84.0,0.25
ryan-shawcross,Stoke City,England,6485.0,Center Back,59,2,109,20,0.02407369399311781,0.0008887958489530033,0.0010274814410268858,286,0.0009436474698342492,77,0.027647236688575282,183.0,100,0.0009643366141352844,76.0,0.0
salomon-kalou,Lille OSC,France,5695.0,Left Winger,22,0,273,148,-0.029031355246529996,-0.0014421073439039949,-0.0015375808317219495,454,-0.0016255595087200112,99,-0.033405714799306103,184.0,82,-0.0013640574813641947,77.0,0.75
salva-ruiz,Valencia CF,Spain,9267.0,Left Fullback,1,0,6,0,-0.028425978755799917,-0.0015649901412119116,-0.002298880980758277,18,-0.0024304204114603475,4,-0.043375668008115376,175.0,8,-0.0014802896049348673,70.0,0.25
salva-sevilla,Real Betis,Spain,5190.0,Attacking Midfielder,42,0,72,30,0.03267967786532518,-0.0015750456900975106,0.0007301100752224446,189,-0.0025189023721284083,48,0.05067815416624908,178.0,69,0.0004673080374482195,70.0,0.25
salvatore-sirigu,Paris Saint-Germain,France,6220.0,Goalkeeper,10,0,127,0,-0.03173732901951298,-0.0015223264198186768,-0.0017589496749662423,230,-0.0018595948326822066,48,-0.03852921670755321,190.0,55,-0.0014399349332834936,80.0,0.25
sam-johnstone,Manchester United,England,8484.0,Goalkeeper,4,0,11,0,-0.016546829808920527,-0.0014258419516721256,-0.0016269588908066294,48,-0.0017200516816312272,18,-0.01853700544336123,191.0,19,-0.0013486724061442454,85.0,0.0
samed-yesil,Liverpool FC,England,8910.0,Center Forward,12,0,34,35,0.02700500746202857,-0.0014679187287042021,-0.0016162356665231623,55,-0.0017087148862976098,8,0.022151690911536313,178.0,13,-0.0013884719000896253,,0.25
sami-khedira,Real Madrid,Spain,6302.0,Center Midfielder,50,0,216,36,0.003529420166205266,-0.0014975308173856676,-0.0002362346910077849,354,-0.002006698202736346,68,0.00932078014842088,189.0,70,-0.00037158416194038157,85.0,0.25
samir-nasri,Manchester City,England,6385.0,Attacking Midfielder,36,1,234,65,-0.01731543299119294,-0.0006989805878384644,-0.0016139978346651955,444,-0.0009035436877184355,102,-0.020570324986178022,177.0,108,-0.0013571155130212274,75.0,0.0
sammy-ameobi,Newcastle United,England,8156.0,Left Winger,5,0,16,4,-0.017318875089435606,-0.0014233485122889685,0.004282938296654479,60,-0.0017526797656054957,15,-0.025145483636764856,190.0,29,0.004098514145201858,,1.0
samuel_8,Celta Vigo,Spain,5594.0,Center Back,33,2,68,8,0.03097711096872571,0.003290747319304541,0.0014990756678194266,152,0.005233769471389281,36,0.0492675498811067,187.0,48,0.0009425480549493864,83.0,0.25
san-jose_2,Athletic Bilbao,Spain,7089.0,Center Back,44,1,84,20,0.040162176491816484,0.0004857034544920952,-0.0023363538385019885,180,0.0007982809727327228,37,0.0614708688293595,186.0,59,-0.001484329275872415,77.0,0.0
sandro_10,Tottenham Hotspur,England,7013.0,Defensive Midfielder,42,0,104,10,0.027123459378383397,-0.001480180084222882,-0.0019821143119127587,198,-0.0020955287036788896,41,0.036750336122245826,187.0,53,-0.0014000696454291965,75.0,0.5
santi-cazorla,Arsenal FC,England,5460.0,Right Midfielder,39,0,255,76,-0.01717887048270659,-0.0015200219874989792,-0.002131649620308617,466,-0.0022536202572657304,98,-0.0243855330108576,168.0,113,-0.0014377552216557378,66.0,0.25
sascha-moelders,FC Augsburg,Germany,5557.0,Center Forward,17,0,89,121,-0.021723741941885998,-0.0014345155289618215,-0.001354211111557747,247,-0.0014316975756921218,58,-0.021681067960043824,185.0,100,-0.0013568765513087592,79.0,0.0
sascha-riether,Fulham FC,England,4829.0,Defensive Midfielder,43,0,169,13,-0.010277481898322713,-0.0014347784901965262,-0.001441751967131121,417,-0.0015242474223362275,89,-0.01184223866808736,174.0,159,-0.0013571252805320197,70.0,0.25
sascha-schuenemann,Hannover 96,Germany,8085.0,Center Midfielder,14,4,55,5,-0.004264945010185468,0.010173352148373387,0.0015420552022379463,116,0.010153367679490669,21,-0.004256566979070503,179.0,40,0.001545090368025039,72.0,0.0
saul,Deportivo La Coruña,Spain,5577.0,Right Midfielder,15,0,45,15,-0.008229446894680699,-0.001576273656842459,0.001986456481477186,135,-0.0025069846278810344,40,-0.013088524807459739,176.0,50,0.0012489901164104945,70.0,0.125
scott-parker,Tottenham Hotspur,England,3938.0,Center Midfielder,101,2,180,30,0.02722573331982017,3.013110676158678e-07,0.0007958294382025368,465,-5.676704044453288e-05,113,0.030613430580362783,175.0,172,0.0007788913265817573,69.0,0.0
scott-sinclair,Manchester City,England,7023.0,Left Winger,5,0,86,47,-0.03608748176323334,-0.0013959951867280867,-0.0014853188166453243,215,-0.0015703071188618886,52,-0.03804750436943,177.0,77,-0.0013204410104797467,64.0,0.75
scott-wootton,Manchester United,England,7924.0,Center Back,10,0,24,3,0.008071039336763359,-0.0013991094677039092,-0.0014626826515089673,63,-0.001546375737357119,10,0.008185566726455663,184.0,29,-0.0013233867400622883,,0.0
sead-kolasinac,FC Schalke 04,Germany,8571.0,Left Fullback,25,0,70,15,0.027640009018837786,-0.0014449333959134995,-0.0015079609211802634,116,-0.0015942447796110713,23,0.03295089452791249,183.0,23,-0.0013667305815342917,82.0,0.125
sebastian-boenisch,Bayer Leverkusen,Germany,6240.0,Left Fullback,22,1,90,6,-0.0056504583384501495,0.0003271790896423455,0.00015237014028500167,188,5.8835109926222776e-05,51,-0.007020283949437878,191.0,47,0.00040638115191199425,85.0,0.0
sebastian-coates,Liverpool FC,England,7584.0,Center Back,26,0,77,7,0.02624741333948621,-0.001503446326301658,0.002871370602492989,124,-0.0023611616082838288,22,0.039956503624659676,196.0,25,0.0016377766306415768,85.0,0.125
sebastian-fernandez,Málaga CF,Spain,5621.0,Center Forward,19,2,82,33,-0.014406700817812245,0.0022860531992850205,-0.0024356197669284088,201,0.004043946532981035,48,-0.021350039879567996,168.0,71,-0.0014984797490535655,69.0,0.0
sebastian-freis,SC Freiburg,Germany,5591.0,Center Forward,14,0,98,54,-0.02742964750492391,-0.0014384209691945505,-0.0013973748160088385,268,-0.0014773310596394168,65,-0.028681864265481055,183.0,105,-0.0013605706209562048,78.0,0.0
sebastian-jung,Eintracht Frankfurt,Germany,7477.0,Right Fullback,17,0,103,11,-0.020842790554069502,-0.0014432009859612132,-0.0014499681326176712,238,-0.0015329337077375092,61,-0.022699333283214062,179.0,74,-0.0013650919332282587,72.0,0.0
sebastian-kehl,Borussia Dortmund,Germany,3695.0,Defensive Midfielder,89,3,236,35,0.020481351042264846,0.0007467787065887326,0.001101651106221041,459,0.0005925487479765635,107,0.021330703382984473,188.0,116,0.0009333835261419069,80.0,0.0
sebastian-langkamp,FC Augsburg,Germany,6588.0,Center Back,39,1,56,12,0.027114243890798546,0.0004110034062170321,0.00044927701362720086,182,0.0003693596727443773,48,0.025783026327371384,190.0,78,0.0004888635458900757,85.0,0.0
sebastian-larsson,Sunderland AFC,England,5635.0,Right Midfielder,58,0,166,42,0.003836002111721291,-0.00140879635932786,-0.0015404762578675442,397,-0.0016286206079517795,95,0.0028834991948940383,178.0,136,-0.0013325493568721062,70.0,0.0
sebastian-mielitz,Werder Bremen,Germany,7138.0,Goalkeeper,3,0,40,0,-0.036468102172107886,-0.0014365917336377763,-0.0013728630083802691,124,-0.0014514167134505973,28,-0.03549148686413558,188.0,56,-0.0013588403874497026,73.0,0.0
sebastian-polter,1. FC Nürnberg,Germany,7760.0,Center Forward,19,2,66,44,-0.002853524384705002,0.0029921227850445674,0.0008016615102906915,152,0.0029313687878134765,37,-0.0043373474904038305,190.0,49,0.0008552478243326089,88.0,0.0
sebastian-proedl,Werder Bremen,Germany,6380.0,Center Back,38,1,95,18,0.0070949883510417235,-9.92635589330591e-05,-0.00022396580002391516,247,-0.0003146094365579565,53,0.008995634646192182,194.0,99,-2.0129995170730477e-05,85.0,0.125
sebastian-rode,Eintracht Frankfurt,Germany,7588.0,Defensive Midfielder,21,1,62,7,0.0028001500396368415,0.00080205819169062,-0.0014576352944678241,150,0.000698739706548,39,0.008887027003416627,179.0,49,-0.001364078494379524,67.0,0.0
sebastian-rudy,1899 Hoffenheim,Germany,7363.0,Defensive Midfielder,37,0,82,21,0.014819094817284665,-0.0014495764726077916,-0.001535828688570869,208,-0.0016237071098729938,58,0.015350612431705294,177.0,68,-0.0013711223652168095,72.0,0.0
sebastian-tyrala,SpVgg Greuther Fürth,Germany,6626.0,Attacking Midfielder,25,1,59,22,0.004239048124769257,0.0005297929041032859,0.0025483720534519947,171,0.0005046303541899388,35,0.0036662849076076792,172.0,77,0.002576249125342187,78.0,0.0
sebastien-bassong,Norwich City,England,6033.0,Center Back,17,3,66,6,-0.019158163265838205,0.002835641056112486,-4.7122198713191315e-05,231,0.0030411096501604,67,-0.020366640001395837,187.0,98,0.00011792014844411076,84.0,1.0
sebastien-puygrenier,AS Nancy,France,4410.0,Center Back,57,3,85,25,0.030736901602175633,0.0028084381640262777,-0.00018761380959582966,256,0.0051749982904364025,82,0.042075396919528836,186.0,89,-5.4574698579665506e-05,64.0,0.25
sebastien-roudet,FC Sochaux,France,4184.0,Attacking Midfielder,34,2,88,27,-0.004121384621285985,0.0009563808926669628,-0.0013863083457519908,281,0.0009265462953830146,79,-0.005199217147092027,180.0,114,-0.0013485484403595312,67.0,0.125
sebastien-squillaci,Arsenal FC,England,3875.0,Center Back,37,2,185,23,-0.010214568429540046,0.0003474234880272428,-0.001716219010561995,365,8.296857401269478e-05,92,-0.01031761053819209,183.0,88,-0.0013852939329138346,76.0,0.125
sejad-salihovic,1899 Hoffenheim,Germany,5394.0,Center Midfielder,77,2,136,90,0.031225215853736533,0.0005369250113842985,0.003072363859950961,339,0.0004346844131526898,81,0.030057913961915858,180.0,122,0.002747512775565414,81.0,0.25
senah-mango,Olympique Marseille,France,7286.0,Center Back,1,0,0,0,0.0864224162060364,-0.0012708643164767027,-0.000991408527820354,3,-0.0010481358288134018,2,0.1444021523843174,181.0,1,-0.0012020824843703489,78.0,1.0
sercan-sararer,SpVgg Greuther Fürth,Germany,7270.0,Left Winger,13,0,74,36,-0.020171713621305595,-0.0014436511605888413,0.0024208721664452405,175,-0.0014999287381955934,41,-0.02198201660498475,180.0,60,0.0024816612581666335,83.0,0.0
serdar-tasci,VfB Stuttgart,Germany,6322.0,Center Back,45,3,142,16,0.007483107730227217,0.0020038546396786627,-0.0015552126972195237,292,0.0018075143978605933,58,0.011280120969035122,186.0,92,-0.001375924973301931,75.0,0.25
sereno,Real Valladolid,Spain,5616.0,Center Back,35,4,51,5,0.04927203335613141,0.009466848276982156,0.008262847283371918,132,0.012062624944436587,32,0.07492711288207439,188.0,49,0.004314909220403972,78.0,0.25
sergio-alvarez_3,Celta Vigo,Spain,6058.0,Goalkeeper,0,1,19,0,-0.049328735137699836,0.011178677866853119,-0.00237130138181573,29,0.017779129563310143,3,-0.07845489275685352,179.0,7,-0.0014909624331241136,75.0,0.125
sergio-escudero_3,FC Schalke 04,Germany,7184.0,Left Fullback,16,0,34,5,0.01688517812010653,-0.0015330024225803682,0.004539057688753559,89,-0.0021895261958708996,23,0.028829100013427436,176.0,32,0.0027060746713862024,67.0,0.125
sergio-garcia,Espanyol Barcelona,Spain,4907.0,Center Forward,41,2,111,73,-0.0009431721784791515,0.0007895349809410326,0.001395711462900675,313,0.0012604816532392727,88,-0.0018721375706133583,174.0,114,0.0008747232774427867,72.0,0.25
sergio-ramos,Real Madrid,Spain,5932.0,Right Fullback,151,7,368,58,0.052181768747354224,0.0030478470555292355,0.010246851315037012,547,0.004280164199631717,81,0.08023735244528067,183.0,98,0.006573440786243325,75.0,0.0
sergio-sanchez_2,Málaga CF,Spain,5936.0,Right Fullback,53,1,66,5,0.06313944929816856,0.0005578667100658407,0.007811536795743158,174,0.0009160917155208803,46,0.09887337735769235,185.0,62,0.004894378410396072,76.0,0.25
sergio-tejera,Espanyol Barcelona,Spain,7452.0,Attacking Midfielder,19,0,16,1,0.07396912959135753,-0.001576273656842459,-0.0023713013818157293,57,-0.002506984627881034,12,0.1176442110913278,180.0,29,-0.0014909624331241138,75.0,0.5
shaun-maloney,Wigan Athletic,England,4771.0,Left Midfielder,14,0,159,57,-0.028791281584544515,-0.001422009874329629,-0.0015821597037365422,292,-0.001672689134555797,47,-0.0339687137595939,173.0,86,-0.0013450477288341315,69.0,0.125
shaun-wright-phillips,Queens Park Rangers,England,4315.0,Right Winger,22,0,210,58,-0.0285764344631413,-0.0014158118360658091,-0.0008028147403264123,460,-0.0016679704428238151,111,-0.03406764425349445,168.0,139,-0.0006289901767277958,64.0,1.0
shawn-parker,1. FSV Mainz 05,Germany,8466.0,Center Forward,18,2,52,31,0.002961279491996007,0.0039044673055318255,0.003911749305450097,126,0.0038304379069825163,32,0.005622246392861148,179.0,42,0.003982340162833538,76.0,0.5
shay-given,Aston Villa,England,2301.0,Goalkeeper,20,1,272,0,-0.034472617631277486,-0.00093288748561117,-0.001626902205061595,665,-0.0011839833880573493,180,-0.04137922146189987,188.0,213,-0.0013470721852512375,84.0,0.0
shinji-kagawa,Manchester United,England,7015.0,Attacking Midfielder,9,0,116,58,-0.02937141103704903,-0.0014634116985319915,-0.0016900289089840403,193,-0.001786730496590578,35,-0.03722849023296557,172.0,42,-0.001384208799807164,63.0,0.25
shinji-okazaki,VfB Stuttgart,Germany,5949.0,Center Forward,18,0,119,89,-0.02255000404963254,-0.0014622783286512013,-0.0014195869335409596,261,-0.0015008141300043814,58,-0.025642162506634703,173.0,84,-0.001383136770272345,70.0,0.25
siaka-tiene,Paris Saint-Germain,France,4435.0,Left Fullback,51,1,97,9,0.03232472829224511,5.78426939972491e-05,0.006251968657133252,224,8.260485987861975e-05,78,0.03855601640952388,176.0,49,0.006076386961273573,72.0,0.75
sidney-govou,Évian Thonon Gaillard,France,3494.0,Right Winger,55,0,250,73,-0.00560901273804151,-0.001451187507446025,0.0006436058268410509,473,-0.0017071433626155994,126,-0.006522277070841518,175.0,97,0.0007325530752023816,72.0,0.875
sidney-sam,Bayer Leverkusen,Germany,6604.0,Attacking Midfielder,29,0,119,61,-0.0061179957342863385,-0.0014495013739229841,-0.00016065421265701633,251,-0.001584948449836025,64,-0.007762093007934683,174.0,68,-2.9903272692198525e-05,71.0,0.25
silvio_2,Atlético Madrid,Spain,6479.0,Right Fullback,30,0,61,3,0.030631662676590923,-0.0016021677881628373,0.0015395585940536096,141,-0.002783406542023102,37,0.059697936261382124,178.0,43,0.001107903704067339,72.0,0.25
simao,Espanyol Barcelona,Spain,3590.0,Left Midfielder,56,1,225,94,-0.005854531519916063,-0.0007778605667402885,0.0015044721236162155,479,-0.0010335594428410443,108,-0.012048892132304074,170.0,146,0.0008354972449113075,64.0,0.25
simon-davies,Fulham FC,England,3582.0,Left Midfielder,22,0,143,41,-0.026565433945775433,-0.0014097128458331913,-0.0007013882728634901,411,-0.0016584089733246504,99,-0.032602197194963684,178.0,169,-0.0005385508306855841,72.0,0.25
simon-jentzsch,FC Augsburg,Germany,2315.0,Goalkeeper,25,1,178,0,-0.026752688658006108,-0.0007094390409874841,-0.0014014547491457852,462,-0.0007544433762428275,109,-0.02794986049330407,196.0,175,-0.001360239997339864,96.0,0.25
simon-kjaer,VfL Wolfsburg,Germany,7024.0,Center Back,44,1,107,10,0.01676123851815962,5.138931160617709e-05,0.00033857685070717484,244,0.0002337062109491307,63,0.0173982539918555,190.0,74,0.00013426603009149266,82.0,0.0
simon-pouplin,FC Sochaux,France,5626.0,Goalkeeper,11,0,74,0,-0.026339591835383938,-0.0014324891264529862,-0.0013863491197040987,203,-0.0014656744851695366,51,-0.025420763839290445,185.0,78,-0.0013549598219375952,78.0,0.25
simon-rolfes,Bayer Leverkusen,Germany,4403.0,Defensive Midfielder,40,1,241,67,-0.018538209302699244,-0.0007795228640613588,-0.0015292408242078552,501,-0.0009461496955857464,100,-0.020525195346444838,191.0,160,-0.0013728806498504633,83.0,0.0
siqueira,Granada CF,Spain,5961.0,Left Midfielder,32,1,71,15,0.01678362698580403,0.0004539591377381686,0.018359463215433226,180,0.0007594855448687599,44,0.030317773637324706,184.0,65,0.010964928093253046,76.0,0.0
sisi,CA Osasuna,Spain,5955.0,Left Winger,31,0,69,12,0.01483203590383777,-0.0015703356745358948,0.0009483887452214674,179,-0.0024719769728780536,42,0.02225518182757446,168.0,68,0.0005810988334369418,68.0,0.25
slobodan-rajkovic,Hamburger SV,Germany,6973.0,Center Back,19,2,58,4,0.003411850124220344,0.0035761342648941825,-0.0018557238882164115,134,0.0032947200959302695,33,0.009206038551034024,191.0,43,-0.001419229590028437,88.0,0.0
sofian-chahed,Hannover 96,Germany,4855.0,Defensive Midfielder,35,1,103,9,0.00495444196939939,-1.4942808202505736e-05,0.0014814866238642992,237,-1.3551104905731833e-05,58,0.005733638196471647,178.0,76,0.0014831114220761775,73.0,0.25
sofiane-feghouli,Valencia CF,Spain,7299.0,Right Midfielder,31,0,71,25,0.01044561503712773,-0.0014969283366093108,0.007460597993620225,187,-0.0020904672455963106,48,0.010894327692618314,178.0,68,0.004518210384476492,71.0,0.5
sokratis-papastathopoulos,Werder Bremen,Germany,6734.0,Center Back,62,1,128,8,0.036868629395953804,-0.0002084850243905157,0.009934561254966988,260,-0.0006142401409043258,60,0.043169835291198486,185.0,72,0.008110909590569823,82.0,0.25
soldado,Valencia CF,Spain,5625.0,Center Forward,80,3,148,149,0.043194515757196086,0.001959836859398869,-0.0022277647023096854,317,0.003212247505535364,67,0.065890531352634,179.0,102,-0.0014573457200677932,72.0,0.0
sonny-kittel,Eintracht Frankfurt,Germany,8406.0,Attacking Midfielder,6,0,23,12,-0.006889330317163843,-0.00143789302192093,-0.0013950153861358168,53,-0.0014748366257949538,9,-0.008120323629119165,178.0,21,-0.0013600712472921054,65.0,0.0
sotirios-kyrgiakos,VfL Wolfsburg,Germany,3490.0,Center Back,49,3,125,18,0.013117062982370803,0.0020682592305944153,0.001990384515629022,284,0.0018208454742737006,74,0.016199869756807095,193.0,85,0.0021118865237132346,88.0,0.25
soufian-benyamina,VfB Stuttgart,Germany,7365.0,Center Forward,8,1,55,41,-0.028165616656375663,0.0006563426240985572,-0.0013542111115577467,161,0.000655053308781798,56,-0.028110288296418942,189.0,50,-0.0013568765513087568,78.0,0.375
souleymane-camara,Montpellier HSC,France,4738.0,Right Winger,27,0,139,56,-0.0168087677289861,-0.001418191363131409,-0.001372845350646597,334,-0.0014513980453609075,93,-0.013951859740170278,174.0,102,-0.0013414358834402185,72.0,0.875
souleymane-diawara,Olympique Marseille,France,3279.0,Center Back,76,3,185,18,0.01492036789772361,0.0009244461178017076,0.001606630916447693,428,0.0008466805207313482,103,0.015847964162742787,185.0,140,0.0010142799237034647,74.0,1.0
srdjan-lakic,VfL Wolfsburg,Germany,5022.0,Center Forward,26,1,81,60,-0.00239238830953457,0.00019222115767598096,-0.0014593564400173376,205,9.600368603996774e-05,51,-0.003466550173541433,186.0,73,-0.001371397585395555,82.0,0.0
steed-malbranque,Olympique Lyon,France,3657.0,Attacking Midfielder,48,0,234,70,-0.016851748658444944,-0.0014141614980046464,-0.0015057409827444748,578,-0.0015918978187498133,148,-0.020238689715729057,173.0,196,-0.0013376241230339731,72.0,0.25
stefan-aigner,Eintracht Frankfurt,Germany,6440.0,Right Midfielder,37,1,85,48,0.010444202445872335,5.287026254842096e-05,0.00010382264583728046,226,2.4702844725837915e-05,56,0.010597891586006781,185.0,85,0.0001306239440099709,72.0,0.0
stefan-babovic,Real Zaragoza,Spain,6215.0,Attacking Midfielder,24,1,82,19,0.012306597789053447,0.0010879858849018762,0.007832568448553375,144,0.0010644301566594397,20,0.013592635573204599,180.0,42,0.00550481694199748,72.0,0.0
stefan-bell,1. FSV Mainz 05,Germany,7905.0,Center Back,19,0,65,12,-0.0006876780120784991,-0.0014408396442374717,0.0009157512141325276,144,-0.0014984515330964455,34,-0.0025634327353424562,192.0,45,0.000974837181655475,86.0,0.0
stefan-kiessling,Bayer Leverkusen,Germany,5137.0,Center Forward,42,2,186,149,-0.010769848381604108,0.00018648335240642447,-0.0014971359669074035,412,4.81068112512346e-05,82,-0.013053943948950807,191.0,144,-0.0013692849684011972,80.0,0.0
stefan-reinartz,Bayer Leverkusen,Germany,6940.0,Center Back,51,0,121,12,0.0270017034643962,-0.0014471471446478265,-0.0015346292494657899,237,-0.0016224390401870519,54,0.02472716656899563,189.0,62,-0.0013688245175617895,83.0,0.0
stefan-reisinger,Fortuna Düsseldorf,Germany,4274.0,Center Forward,31,0,117,83,-0.013741816084069585,-0.0014345155289618213,-0.0013542111115577467,335,-0.0014316975756921218,76,-0.013714821747107805,185.0,142,-0.0013568765513087585,82.0,0.125
stefan-thesker,1899 Hoffenheim,Germany,7770.0,Center Back,10,0,25,2,0.01895885700582267,-0.0014367580556222882,-0.001460997032004809,52,-0.0015445936685666295,14,0.02026093978069793,190.0,13,-0.0013589977077409052,82.0,0.25
stefano-celozzi,Eintracht Frankfurt,Germany,6880.0,Right Fullback,10,1,78,3,-0.02826375196161709,0.00019955786430580255,-0.0014314228460478157,199,0.00027785644970529437,52,-0.030373191892966268,171.0,69,-0.0013640494356647731,65.0,0.0
stelios-malezas,Fortuna Düsseldorf,Germany,5548.0,Center Back,28,0,85,4,0.010040527590063032,-0.0014145210102337585,-0.0016447031730568442,171,-0.0017388112721139892,41,0.011955613612801376,192.0,45,-0.0013379641777100941,80.0,0.25
stephan-andersen,Évian Thonon Gaillard,France,4347.0,Goalkeeper,5,0,102,0,-0.040258398800251415,-0.0015056407882601658,-0.002114641525210753,252,-0.0022356389777510883,55,-0.06084140473160566,188.0,95,-0.001424152362967293,82.0,0.0
stephan-fuerstner,SpVgg Greuther Fürth,Germany,6462.0,Defensive Midfielder,36,1,92,14,0.005411951770844653,-3.823824518487307e-05,3.725453002266147e-05,241,-4.038000825120991e-05,72,0.005467073511176625,178.0,77,3.942887982909908e-05,71.0,0.0
stephan-hain,FC Augsburg,Germany,6844.0,Center Forward,7,0,36,17,-0.021790549150475885,-0.0014345155289618202,-0.0013542111115577456,102,-0.0014316975756921224,31,-0.02174774393297394,180.0,35,-0.0013568765513087575,75.0,0.125
stephan-schroeck,1899 Hoffenheim,Germany,6076.0,Right Midfielder,49,0,103,9,0.027220794263040922,-0.0014367702111512293,0.004499552770388457,229,-0.0014471894826201808,50,0.02893280661240648,170.0,76,0.004520958701035849,68.0,0.25
stephane-mbia,Queens Park Rangers,England,5983.0,Defensive Midfielder,77,6,132,18,0.04166410859071462,0.005314714985830635,0.0015708688280685144,302,0.006004644271587117,85,0.054642430268451565,189.0,85,0.000985397129057135,82.0,0.875
stephane-sessegnon,Sunderland AFC,England,5265.0,Right Midfielder,38,5,101,41,-0.0031116106782495866,0.004082233141154475,-0.0012934215576762065,303,0.004313078586248968,89,0.0007509790565431312,172.0,113,-0.001312723744440886,72.0,0.75
stephen-ireland,Aston Villa,England,6077.0,Attacking Midfielder,19,1,96,31,-0.02080525081719206,-0.0001963798430734176,-0.0015218969053560603,270,-0.00028880941621887046,62,-0.0234060933938553,175.0,112,-0.0013302274870262921,68.0,0.25
stephen-kelly,Fulham FC,England,4996.0,Right Fullback,22,1,111,2,-0.0190166952190146,-0.00016107599380741088,-0.0015636512363098277,290,0.000308207460669497,70,-0.023196206901797065,181.0,109,-0.0013354223667681408,77.0,0.25
stephen-warnock,Bolton Wanderers,England,4363.0,Left Fullback,71,1,159,16,0.01465198241062109,-0.000583358356113897,-0.0005769183147307172,400,-0.0006609174970044158,107,0.016580906696133227,183.0,134,-0.0005075829623901459,77.0,0.0
steve-mandanda,Olympique Marseille,France,5565.0,Goalkeeper,10,1,167,0,-0.0357323308600327,-0.0004946046707042074,0.0006762152749383841,350,-0.0007122028245420012,86,-0.041850551096856835,185.0,97,-0.00023859855816456827,82.0,0.875
steven-caulker,Tottenham Hotspur,England,8032.0,Center Back,12,0,63,12,-0.022347617146936463,-0.001410025139028291,-0.001573349125133042,186,-0.0016633744243755174,43,-0.023555556857699434,191.0,80,-0.0013337116324477797,76.0,0.625
steven-cherundolo,Hannover 96,Germany,3336.0,Right Fullback,73,1,206,9,0.004800524122719102,-0.0007509210992355668,0.0005563052230362054,491,-0.0008044934058292132,112,0.0020402672910571572,172.0,173,0.00205794397480581,69.0,0.125
