playerShort,club,leagueCountry,birthday,position,yellowCards,redCards,victories,goals,meanIAT_yellowCards,meanIAT_redCards,meanExp_yellowReds,games,meanExp_redCards,ties,meanExp_yellowCards,height,defeats,meanIAT_yellowReds,weight,skin_color
aaron-hughes,Fulham FC,England,3598.0,Center Back,19,0,247,9,-0.03461772606908432,-0.0014198834478344423,-0.0016148835754261704,654,-0.0017072854300413727,179,-0.040843171277577126,182.0,228,-0.001343036388983743,71.0,0.125
aaron-hunt,Werder Bremen,Germany,6090.0,Attacking Midfielder,42,1,141,62,-0.002752930813375746,-0.00045314117493466956,-0.0015349690349033562,336,-0.0006228968022949918,73,-0.0023656746730082684,183.0,122,-0.001376262487120189,73.0,0.125
aaron-lennon,Tottenham Hotspur,England,6314.0,Right Midfielder,11,0,200,31,-0.0354631870782444,-0.0014164526843967616,-0.0016101341309922976,412,-0.0017022642276425537,97,-0.042533962255980426,165.0,115,-0.0013397913056314248,63.0,0.25
aaron-ramsey,Arsenal FC,England,7664.0,Center Midfielder,31,1,150,39,-0.0046540271445159286,-0.0001473120832736117,-0.0017465159548086643,260,-0.0005537536567313821,42,-0.006585768086646904,178.0,68,-0.00135691656909457,76.0,0.0
abdelhamid-el-kaoutari,Montpellier HSC,France,7380.0,Center Back,8,2,41,1,-0.022667057456021676,0.00398383628813751,0.010399954063871512,124,0.004019423103911292,40,-0.022177226552176247,180.0,43,0.009605573380273751,73.0,0.25
abdou-traore_2,Girondins Bordeaux,France,6590.0,Right Midfielder,11,0,41,3,-0.00550545376303982,-0.001397684414207542,0.0021862023775099746,97,-0.0013519250116196598,23,-0.0013836081813560323,180.0,33,0.002128310628255802,74.0,0.75
abdoulaye-diallo_2,Stade Rennes,France,8124.0,Goalkeeper,0,0,8,0,-0.045816387090840766,-0.0014640384315833645,-0.00172626735355227,24,-0.0018250424649331719,8,-0.057113836786489514,189.0,8,-0.001384801612756323,80.0,0.875
abdoulaye-keita_2,Girondins Bordeaux,France,7535.0,Goalkeeper,0,0,0,0,-0.04647547725967472,-0.0014850993095425647,-0.0015727484241261902,3,-0.0016627393519205033,1,-0.05203463798171861,188.0,2,-0.0014047226319965228,83.0,0.875
abdoulwhaid-sissoko,Stade Brest,France,7383.0,Defensive Midfielder,21,2,34,3,0.014229624535751072,0.004065480741721125,-0.0016216429847271618,121,0.0038409562151389643,25,0.019269121020579098,180.0,62,-0.0013871152748311391,68.0,1.0
abdul-rahman-baba,SpVgg Greuther Fürth,Germany,8948.0,Left Fullback,3,1,17,0,-0.02510882060619207,0.005284817662539373,-0.0013760922025369388,50,0.0052645071694756174,8,-0.02537022129001679,179.0,25,-0.0013693905740991262,70.0,0.875
abdul-razak,Manchester City,England,8350.0,Center Midfielder,2,0,16,0,-0.02683973451810665,-0.001501055789115107,-0.0021016974950168604,36,-0.0022219543044456357,8,-0.025946869908906378,180.0,12,-0.0014198155135556998,78.0,1.0
abel-aguilar,Deportivo La Coruña,Spain,5484.0,Defensive Midfielder,70,2,93,25,0.05615785629924024,0.0013701628236027382,0.00537047277867421,246,0.0028885910035922275,61,0.08683937236826351,185.0,92,0.0031646358200395773,78.0,0.375
abou-diaby,Arsenal FC,England,5974.0,Center Midfielder,24,2,109,21,-0.005567881670997645,0.001728651244524026,-0.001573182823580468,208,0.001764162568552107,51,-0.0035845127181439815,188.0,48,-0.0013361430828970006,75.0,0.75
adam-bodzek,Fortuna Düsseldorf,Germany,5728.0,Defensive Midfielder,66,0,88,9,0.060403531078475854,-0.0014345155289618213,0.00023804904199818281,211,-0.0014316975756921222,63,0.06028487476248104,184.0,60,0.00023851758443873509,79.0,0.25
adam-federici,Reading FC,England,5509.0,Goalkeeper,4,0,83,1,-0.03717031733210694,-0.0013981293636601973,-0.0014743376459469427,206,-0.0015586976177043841,54,-0.04116857259724292,188.0,69,-0.0013224596812972174,90.0,0.0
adam-hlousek,1. FC Nürnberg,Germany,6928.0,Left Midfielder,21,0,46,13,0.009445629738874705,-0.0015759386070235658,-0.002044175299971248,131,-0.002161140752930348,34,0.009253318224161339,188.0,51,-0.001490645516901459,76.0,0.0
adam-johnson,Sunderland AFC,England,6403.0,Left Midfielder,21,0,145,55,-0.023620336824446052,-0.00140803278476473,-0.0015079199887186308,339,-0.0015942015050391899,68,-0.02581804328713841,175.0,126,-0.0013318271085597181,62.0,0.0
adam-pinter,Real Zaragoza,Spain,6737.0,Center Back,14,1,28,1,0.013874383489675866,0.002740657190618491,0.004688089692114995,82,0.002806578185650293,18,0.019457148883229143,190.0,36,0.003032258345934116,76.0,0.0
adam-smith_3,Millwall FC,England,7788.0,Right Fullback,29,1,55,4,0.028872290905356632,0.0010906315445996914,0.003936161313919147,131,0.0011290451469709122,31,0.030936319736443018,173.0,45,0.00366038911098309,73.0,0.0
adam-szalai,1. FSV Mainz 05,Germany,6551.0,Center Forward,18,0,83,51,-0.011839748294376473,-0.0014539721375705441,0.00030220377559702423,182,-0.0016321008697950995,40,-0.01440138460729339,193.0,59,0.0004743251616380876,87.0,0.25
adan,Real Madrid,Spain,6341.0,Goalkeeper,1,1,22,0,-0.041178827924031124,0.0068332230167890496,-0.0023568811679411873,44,0.010878654138899073,6,-0.07383959479258907,190.0,16,-0.0014882911996828502,88.0,0.0
adel-taarabt,Queens Park Rangers,England,7083.0,Left Midfielder,23,0,67,41,-0.007101937589950371,-0.0013939391671456008,0.0002939786274108324,209,-0.0014922671477573606,56,-0.005814684103155,180.0,86,0.00024461226760478963,78.0,0.25
adil-rami,Valencia CF,Spain,5839.0,Center Back,59,3,144,20,0.025308848031531477,0.002083795316762007,0.0008373845327879257,286,0.0024477936262933043,71,0.03432323138111064,190.0,71,0.0011176369750995265,88.0,0.125
adrian-colunga,Getafe CF,Spain,5434.0,Center Forward,22,0,53,39,-0.00355849105412198,-0.001571531116123546,0.0009457711339437732,178,-0.0024942647625249698,43,-0.0061471544733328765,171.0,82,0.0005915773313101292,69.0,0.25
adrian-mutu,AC Ajaccio,France,3294.0,Left Winger,90,3,199,178,0.02476042352992186,0.000971573937715081,0.0002467549020374312,453,0.0012966011203278676,120,0.03610097422637285,180.0,134,0.00020492287632616304,74.0,0.25
adrian_2,Atlético Madrid,Spain,6581.0,Center Forward,16,0,145,60,-0.02868590612529875,-0.0015564717302459696,-0.002272265073848466,294,-0.0024022815717533014,62,-0.04189135342515812,183.0,87,-0.001472232228168466,73.0,0.125
adrian_7,SD Compostela,Spain,4888.0,Goalkeeper,3,0,10,0,-0.011063880566613046,-0.001576273656842459,-0.00237130138181573,29,-0.0025069846278810344,11,-0.017596550183279998,188.0,8,-0.0014909624331241134,82.0,0.25
adriano_24,FC Barcelona,Spain,5412.0,Left Midfielder,58,3,229,33,0.008448950260360634,0.0014195898873941657,-0.0007435098211708729,373,0.002278110640616096,59,0.012029550785411484,172.0,85,-0.0004795708970106345,67.0,0.25
adrien-rabiot,Paris Saint-Germain,France,9223.0,Defensive Midfielder,11,0,42,6,0.011920615138998992,-0.0014623229656546904,-0.0017523280639090972,66,-0.001852594340353663,14,0.03314905238222468,188.0,10,-0.0013831789914279416,71.0,0.0
aduriz,Athletic Bilbao,Spain,4059.0,Center Forward,68,4,125,105,0.02854285526257647,0.003024226606056435,0.003130570004676979,322,0.004823089515226218,82,0.04435551000699991,182.0,115,0.001960499647936082,78.0,0.25
agirretxe,Real Sociedad,Spain,6263.0,Center Forward,8,0,78,52,-0.03455992839407049,-0.0015771344152012918,-0.0023914766440051717,200,-0.0025283142962902305,62,-0.05559050213332478,187.0,60,-0.001491776605442128,77.0,0.0
ahmed-sassi,1899 Hoffenheim,Germany,8667.0,Attacking Midfielder,1,0,6,4,-0.022450604371343955,-0.0014345155289618207,-0.0013542111115577465,15,-0.0014316975756921218,1,-0.02240650254552355,179.0,8,-0.0013568765513087577,69.0,0.5
alain-traore_2,FC Lorient,France,6939.0,Left Midfielder,17,1,39,31,-0.0002014330834911121,0.0011543983815436522,-0.0012992001475684253,130,0.001211853079016081,42,0.005048795288353586,176.0,49,-0.0013432347179370377,66.0,1.0
alaixys-romao,FC Lorient,France,5130.0,Defensive Midfielder,60,1,70,3,0.041345797776559064,3.732245914228621e-05,0.0016079214007241119,234,9.9225678256684e-05,67,0.044024930034267495,180.0,97,0.0015429849151607422,74.0,0.5
albelda,Valencia CF,Spain,2800.0,Defensive Midfielder,197,6,292,11,0.07969943781432891,0.002327261072810383,0.0008762762077303301,561,0.0034078141136827883,139,0.1236139440357824,181.0,130,0.0005055585274103127,77.0,0.25
alberto-botia,Sevilla FC,Spain,6966.0,Center Back,69,3,51,4,0.09997847602647382,0.004978632100835421,-0.0023333235157109258,171,0.008115520285561378,50,0.16118661735124315,186.0,70,-0.0014816702229822087,82.0,0.125
alejandro-alonso,AS Saint-Étienne,France,4444.0,Right Midfielder,39,1,77,11,0.030557377990317193,0.000471636794299946,0.002368639450702459,175,0.00036380687007955413,52,0.03238055055630309,170.0,46,0.0024620976116516806,68.0,0.125
alejandro-dominguez_2,Rayo Vallecano,Spain,4178.0,Right Winger,36,1,104,45,0.018337042011401947,0.0003418714356477709,-0.0031197174007826403,197,-8.50875849102052e-05,41,0.036695698598723056,175.0,52,-0.001498391300826091,73.0,0.25
aleksandar-ignjovski,Werder Bremen,Germany,7696.0,Defensive Midfielder,22,0,50,1,0.008981883483596069,-0.0014530552051443815,0.000952803216380185,136,-0.0016043736338668489,36,0.004139474968132748,175.0,50,0.001100794256775122,68.0,0.25
aleksandar-kolarov,Manchester City,England,5792.0,Left Fullback,50,3,138,28,0.015200127239495957,0.0026579129813202565,0.005634836447698195,285,0.0062211170958036514,57,0.022390031801423547,187.0,90,0.0032406162940330297,80.0,0.125
alex-lopez,Celta Vigo,Spain,6584.0,Center Midfielder,32,0,57,16,0.03461874723102008,-0.0015762736568424591,-0.0023713013818157298,141,-0.002506984627881034,30,0.05505939071424865,174.0,54,-0.001490962433124114,66.0,0.25
alex-nimely-tchuimeni,Manchester City,England,7800.0,Center Forward,3,0,6,2,-0.01546669853419898,-0.001415335719696559,-0.00151456506979336,34,-0.0016012268103138046,15,-0.01865855319446397,180.0,13,-0.0013387347933945428,72.0,0.875
alex-rubio,Sevilla FC,Spain,8604.0,Center Forward,5,0,5,4,0.0431446634090932,-0.0015762736568424591,-0.0023713013818157306,20,-0.0025069846278810352,5,0.0686194351292825,185.0,10,-0.0014909624331241142,77.0,0.125
alex-song,FC Barcelona,Spain,6460.0,Defensive Midfielder,67,0,208,11,0.02002230825226088,-0.0014215467495677996,0.0021081288402318064,345,-0.0016725747749706309,64,0.024119073625657177,182.0,73,0.001265485897398231,74.0,1.0
alex_17,Real Madrid Castilla,Spain,8323.0,Center Midfielder,8,1,30,3,-0.006221031723885854,0.0038705648969048962,-0.0023379361384794676,68,0.006179720789954072,12,-0.011549134373274858,180.0,26,-0.0014841266921487,68.0,0.0
alex_4,Paris Saint-Germain,France,4550.0,Center Back,48,2,243,38,-0.00188999789906915,0.00036790804038593224,-0.0017404355341020033,371,0.00032203897127683237,81,-0.0031729964948263682,188.0,47,-0.0013846933649931642,92.0,0.5
alexander-buettner,Manchester United,England,6981.0,Left Fullback,18,0,54,12,-0.0015406476682193232,-0.001485557719129181,0.0014487726010207706,138,-0.0018826784914651822,26,-0.0029102237559015354,174.0,58,0.0011522350695701545,75.0,0.25
alexander-esswein,1. FC Nürnberg,Germany,7388.0,Left Winger,25,0,85,36,0.0006169868194913664,-0.0014396485895491475,0.0003956834765863355,185,-0.0015016248541812821,43,-0.00022775671013307349,183.0,57,0.0004578798900283892,85.0,0.125
alexander-hien,Eintracht Frankfurt,Germany,8493.0,Defensive Midfielder,2,0,25,2,-0.033284614203523494,-0.0014345155289618209,-0.0013542111115577454,58,-0.0014316975756921224,7,-0.0332192301170275,183.0,26,-0.0013568765513087572,72.0,0.0
alexander-madlung,VfL Wolfsburg,Germany,4574.0,Center Back,42,3,132,31,-0.0014064785612708105,0.00166443252909161,0.003469764296498659,325,0.0015771311541752625,90,-0.0012187252271661309,193.0,103,0.0028806596635973514,92.0,0.0
alexander-manninger,FC Augsburg,Germany,2711.0,Goalkeeper,11,1,115,0,-0.035345265694602036,-0.0004895064117323196,-0.0018754982542233817,322,-0.0007587774285140216,96,-0.04464870850824641,188.0,111,-0.0014545380265712717,83.0,0.125
alexander-meier,Eintracht Frankfurt,Germany,4764.0,Attacking Midfielder,39,0,121,106,-0.006547437168043408,-0.0014373918881126567,0.0006418793069554886,342,-0.0014618361399542877,85,-0.007114658292453952,196.0,136,0.0005799286306847365,84.0,0.0
alexander-ring,Bor. Mönchengladbach,Germany,7768.0,Right Midfielder,14,0,49,6,0.001452503676389206,-0.0015459308856413413,0.005542448185679052,103,-0.002663421589148347,23,0.009509616495744076,173.0,31,0.0021842580548759897,72.0,0.0
alexander-schwolow,SC Freiburg,Germany,8188.0,Goalkeeper,1,0,41,0,-0.04123432507719687,-0.0014384837024042376,-0.001385422512441344,89,-0.0014646948584626082,22,-0.04206202075475679,189.0,26,-0.0013606299589135097,83.0,0.125
alexander-tettey,Norwich City,England,5937.0,Defensive Midfielder,34,0,88,11,0.008474991852579312,-0.0014520963724856822,-0.001968708380713741,214,-0.0020813556999029503,54,0.012200796442063453,180.0,72,-0.0013735058828483206,68.0,1.0
alexandre-alphonse,Stade Brest,France,4550.0,Right Winger,33,2,111,68,0.0034863457460802905,0.0014744830855477854,-0.0015597185753069283,229,0.0015398576979435894,53,-0.0004965253285741377,176.0,65,-0.0013819175588381729,70.0,0.625
alexandre-lacazette,Olympique Lyon,France,7817.0,Center Forward,18,1,77,42,-0.004648071904604989,0.00106482726569219,0.00270602731087199,153,0.001678841802012971,31,0.003915902620384237,174.0,45,0.0029947398923004143,73.0,0.75
alexis,Getafe CF,Spain,5694.0,Center Back,77,4,96,16,0.06247837644468767,0.0042323827749051815,0.012872089244564002,255,0.0067246711067430786,57,0.10075919090059252,183.0,102,0.008499609645708901,80.0,0.0
alexis-sanchez,FC Barcelona,Spain,6927.0,Right Winger,60,2,215,96,0.010305896027159306,0.0004125353559440594,0.0007210593737568247,373,0.0009089332442193362,67,0.018970495183426344,170.0,91,0.0005159145417919859,73.0,0.375
alfaro_2,RCD Mallorca,Spain,6170.0,Attacking Midfielder,25,0,91,53,-0.008436654062662193,-0.0015713238741191973,-0.0023417604710171333,227,-0.0024757534187932278,51,-0.012687074094421472,175.0,85,-0.0014862805429837337,73.0,0.25
alhassane-bangoura,Rayo Vallecano,Spain,8308.0,Right Midfielder,18,1,38,7,0.013684278943613095,0.001892255540301033,-0.0022414724037922626,108,0.003077470349990463,21,0.02389007206821717,174.0,49,-0.0014497330241445515,68.0,1.0
almog-cohen,1. FC Nürnberg,Germany,6818.0,Defensive Midfielder,27,2,46,3,0.03311268493384254,0.004352547174529475,-0.0016029376351510373,116,0.004097876671333913,27,0.036618204597275696,169.0,43,-0.001372834585399376,68.0,0.25
alou-diarra,West Ham United,England,4213.0,Defensive Midfielder,91,2,195,24,0.028288050049787097,0.00013108539231365955,0.0035330756269372457,420,1.053852504524483e-05,109,0.03128167487696447,190.0,116,0.0027667526911176713,79.0,1.0
alphonse-areola,Paris Saint-Germain,France,8458.0,Goalkeeper,0,0,26,0,-0.04533773517866317,-0.0014487433627384688,-0.0015820669684229378,47,-0.0016725910930299726,14,-0.05234294353876745,190.0,7,-0.0013703343449942842,88.0,0.5
alvaro-gonzalez_3,Real Zaragoza,Spain,7312.0,Center Back,43,2,30,3,0.0901747650002561,0.0049125198825941355,-0.002380888054260954,114,0.007803885626558251,34,0.14312954813501422,183.0,50,-0.0014914994667461295,76.0,0.25
alvaro-negredo,Sevilla FC,Spain,5710.0,Center Forward,27,5,161,150,-0.01718594690773416,0.004241578425895097,-0.002196085497591311,320,0.0068704024086036555,58,-0.023685725155756766,186.0,101,-0.001454768723643197,87.0,0.125
alvaro-rubio,Real Valladolid,Spain,3394.0,Defensive Midfielder,45,0,80,4,0.015438625712194124,-0.0015762736568424606,0.0044959824105330354,257,-0.0025069846278810335,78,0.02455436412837792,178.0,99,0.0028268616235354836,80.0,0.25
alvaro-vadillo,Real Betis,Spain,9020.0,Left Winger,9,0,19,2,0.011214357506350008,-0.0015560552189050724,0.021025097446801966,55,-0.002459155851214788,12,0.015286543916417226,180.0,24,0.006085829084207,69.0,0.375
alvaro_10,Getafe CF,Spain,7786.0,Center Forward,9,0,50,32,-0.024351403589621533,-0.001548009050920458,-0.0022627192348118295,136,-0.002392189530349963,27,-0.03629014083368143,182.0,59,-0.0014642275667296725,71.0,0.125
alvaro_8,RCD Mallorca,Spain,7808.0,Center Forward,5,0,9,3,0.014376176469694414,-0.00157850554920701,-0.0024089869217728214,29,-0.002546826492812384,10,0.021728845966603162,182.0,10,-0.0014930735308106588,80.0,0.25
aly-cissokho,Valencia CF,Spain,6466.0,Left Fullback,28,3,109,4,-0.0005190693311072395,0.003385906700456986,-0.0018650327568559629,213,0.003946088925899604,51,0.002155954322557133,181.0,53,-0.0014124366693371903,75.0,1.0
amaya_3,Real Betis,Spain,4898.0,Center Back,40,1,45,5,0.06794518675290884,0.0013654698376751961,0.01632310497263831,126,0.002181390056216328,37,0.10707156432630019,192.0,44,0.010257442334250346,86.0,0.375
amin-younes,Bor. Mönchengladbach,Germany,8618.0,Right Midfielder,1,0,47,11,-0.04180015535560383,-0.0014479244787064507,-0.001513674129352987,101,-0.001600284891245441,22,-0.048277373875392035,168.0,32,-0.0013695597806770265,67.0,0.25
ammar-jemal,AC Ajaccio,France,6318.0,Left Fullback,19,0,41,12,0.02212362419397009,-0.0012373524945440912,-0.014372503685448972,97,-0.00025899124109709983,25,0.03348487406248083,186.0,31,0.0008885527034016078,81.0,0.625
amorebieta,Athletic Bilbao,Spain,5566.0,Center Back,93,4,98,5,0.07574815068153477,0.0038629887573719645,0.017069877997109604,274,0.007046096658977225,65,0.11794149607185402,192.0,111,0.010518937970230844,85.0,0.0
anatoliy-tymoshchuk,Bayern München,Germany,3375.0,Defensive Midfielder,62,2,229,23,0.006639079146452253,0.00012248723239823126,0.001409092428842567,406,-0.0010440469053762723,83,0.011658203209016725,181.0,94,0.0003365128758448291,75.0,0.25
ander-herrera,Athletic Bilbao,Spain,7165.0,Attacking Midfielder,62,4,101,21,0.05035608196763066,0.004866474742413091,0.00022090376218253786,230,0.0077606315106782675,57,0.08180786307367603,182.0,72,0.0001265556314195975,73.0,0.0
anders-lindegaard,Manchester United,England,5216.0,Goalkeeper,1,0,50,0,-0.04197745000066413,-0.0014502061129265218,-0.0023807553884297606,100,-0.002516979582311969,20,-0.07183943758948313,193.0,30,-0.001371717928085942,80.0,0.25
anderson-conceicao,RCD Mallorca,Spain,7236.0,Center Back,3,0,5,1,-0.014655148063697153,-0.0015745070685902571,0.037365742418700935,32,-0.00259810476267491,7,-0.02309893077126205,188.0,20,0.021569836259361274,81.0,0.5
anderson_7,Manchester United,England,6677.0,Center Midfielder,19,0,148,13,-0.01566192575382235,-0.001457028828801887,-0.0017585776007161792,220,-0.0018592014687544955,27,-0.014387716322462553,176.0,45,-0.0013781713843229937,69.0,0.75
andre-ayew,Olympique Marseille,France,7290.0,Attacking Midfielder,45,1,107,56,0.017353455543542735,-7.639450253477367e-05,-0.0014490098356032218,246,-0.0001656565002410462,66,0.023928175330039818,176.0,73,-0.0013591302144117614,72.0,0.75
andre-fomitschow,Fortuna Düsseldorf,Germany,7554.0,Left Midfielder,15,2,60,32,-0.0077643757070291735,0.00351589862754878,0.001116133685503289,136,0.003508992018429952,28,-0.007749123416294732,180.0,48,0.001118330526946545,74.0,0.25
andre-hoffmann_2,MSV Duisburg,Germany,8459.0,Defensive Midfielder,35,1,51,11,0.04663265768580359,0.0011890944998456806,0.0011535955630226512,128,0.0010694182260888485,24,0.044382445962761675,187.0,53,0.0012670743109148123,79.0,0.0
andre-luiz_3,AS Nancy,France,3678.0,Center Back,53,3,89,21,0.02136950070973095,0.002285144401941658,0.001063265671461176,270,0.0022264686748968746,82,0.023754779587910217,184.0,99,0.0011231619802417202,76.0,0.75
andre-pierre-gignac,Olympique Marseille,France,5817.0,Center Forward,31,0,115,101,-0.010875844703838204,-0.001440602844165683,-0.0014895941827342048,303,-0.0015748271166764142,94,-0.013445225320382238,186.0,94,-0.0013626344082951676,84.0,0.125
andre-santos,Arsenal FC,England,4814.0,Left Fullback,44,1,108,28,0.03243753524674827,0.0003548726496111315,-0.0018351759457253547,197,0.001294191512375744,47,0.0483763482348138,180.0,42,-0.0014357952855151828,74.0,0.5
andre-santos_2,Deportivo La Coruña,Spain,7000.0,Center Midfielder,22,0,52,4,0.010094416792220725,-0.0016330843497794612,0.002854810339934425,139,-0.0029932765356950716,34,0.021691665868387243,178.0,53,0.0013100000056680875,72.0,0.25
andre-schuerrle,Bayer Leverkusen,Germany,7614.0,Left Winger,11,1,137,85,-0.03126253369142402,-0.00016594139223310156,-0.0015612659238852893,262,-0.0003682834524904974,55,-0.03635116386460803,184.0,70,-0.0013722623704329727,74.0,0.0
andre-weis,VfB Stuttgart,Germany,7212.0,Goalkeeper,4,1,31,0,-0.031152556875033353,0.0020004657224945146,-0.0013542111115577454,98,0.0019965360202293184,31,-0.03109136098852454,189.0,36,-0.0013568765513087575,86.0,0.25
andreas-beck,1899 Hoffenheim,Germany,6280.0,Right Fullback,57,0,125,7,0.01974678224563466,-0.0014441953252512178,-0.0003386864819442816,296,-0.0015580338123025999,72,0.016692950672928548,180.0,99,-0.0002287751505729421,70.0,0.0
andreas-ivanschitz,1. FSV Mainz 05,Germany,5035.0,Attacking Midfielder,62,1,188,76,0.00022593684018251404,-0.0007374143849438413,-0.001730853588334752,460,-0.0010995283094387325,122,-0.00021304361087335545,184.0,150,-0.0013896977671416012,82.0,0.25
andreas-lambertz,Fortuna Düsseldorf,Germany,5401.0,Defensive Midfielder,62,1,132,39,0.026097130649238933,-0.00028952177847637526,0.0032167670163375044,294,-0.00028895304371830897,74,0.026045865610166124,172.0,88,0.0032230984506330215,69.0,0.25
andreas-ottl,FC Augsburg,Germany,5538.0,Defensive Midfielder,23,1,153,19,-0.018908292753778033,-0.0003072100472866104,-0.001469759383757936,296,-0.00041883410727326897,69,-0.019415926314240654,185.0,74,-0.0013662897623213128,77.0,0.0
andreas-weimann,Aston Villa,England,7886.0,Center Forward,12,0,50,32,-0.017793250860537724,-0.0014308752473471244,-0.0016799393732456669,148,-0.0017760636487607223,37,-0.017862183412976122,179.0,61,-0.001353433289340925,72.0,0.0
andres-guardado,Valencia CF,Spain,6114.0,Left Midfielder,45,0,177,45,-0.004606724255202015,-0.0015221669312830784,-0.0004819779681331407,377,-0.002261232357302793,83,-0.005062607241921241,169.0,117,-0.00046500066750813413,67.0,0.125
andres-tunez,Celta Vigo,Spain,6282.0,Center Back,17,0,43,3,0.014298696381706512,-0.0015727474908506388,-0.0023767237650718087,99,-0.002512717273918233,17,0.022386457276475903,187.0,39,-0.001487627110603216,83.0,0.25
andrey-arshavin,Arsenal FC,England,4166.0,Center Forward,34,2,188,85,-0.013305738754691421,0.00034421760719854737,-0.002550999226638787,358,0.0007423811977327567,92,-0.022435137057340467,172.0,78,-0.0014335106717618129,69.0,0.0
andrija-delibasic,Rayo Vallecano,Spain,4131.0,Center Forward,38,0,94,56,0.00973673225285631,-0.0015716285428097304,0.007278685885726207,238,-0.002498146048652075,55,0.015415152219228762,188.0,89,0.004798536339156497,84.0,0.0
andriy-voronin,Fortuna Düsseldorf,Germany,3488.0,Center Forward,61,1,198,121,-0.00011997764926234706,-0.0007694766302253873,0.0017815016738258875,462,-0.0015706652433038417,111,0.0057639798652504735,174.0,153,0.00022622607264457162,81.0,0.0
andros-townsend,Tottenham Hotspur (R),England,7866.0,Left Midfielder,15,1,67,17,-0.012709567218615556,0.0006592192770673262,-0.0015610955666404559,158,0.0006055648406025264,33,-0.016474288589262184,183.0,58,-0.001332209398630538,76.0,0.25
andy-johnson_2,Queens Park Rangers,England,4058.0,Center Forward,30,0,149,134,-0.017768375116613676,-0.0014066003733383078,0.0006085965024594473,378,-0.0016106203206798664,101,-0.020502934477365918,170.0,128,0.0004791914715463466,70.0,0.0
angel,Real Betis,Spain,4086.0,Right Fullback,87,2,157,9,0.03286665341939065,0.00033868770527524733,0.005241852296110962,389,0.0005721180798743632,93,0.051299733559026055,180.0,139,0.0032759346248883384,71.0,0.25
angel-di-maria,Real Madrid,Spain,6618.0,Left Winger,62,3,242,69,0.009950409429142658,0.0013135348609303553,0.002063451950535957,391,0.002439886756978897,79,0.02014562873843602,180.0,70,0.001350007105771826,70.0,0.25
angel_4,Levante UD,Spain,6324.0,Center Forward,18,0,64,43,-0.011498856657769967,-0.0015745543043142205,0.0009423168198231556,177,-0.0025176576997363387,44,-0.015434203339488823,172.0,69,0.0006004581818945935,68.0,0.5
ansotegi,Real Sociedad,Spain,4576.0,Center Back,27,0,74,11,0.006375218049346304,-0.0015739229419332783,-0.002374638707224865,179,-0.0025105129113641446,45,0.010756223980071375,192.0,60,-0.0014887389438173182,84.0,0.25
anthony-annan,CA Osasuna,Spain,6045.0,Defensive Midfielder,31,1,91,1,0.016072178664889705,0.0004967265249410786,-0.002037911368226472,176,0.0017819830243364352,43,0.02705647338607029,175.0,42,-0.0013606789994548179,64.0,1.0
anthony-le-tallec,Valenciennes FC,France,5389.0,Right Winger,27,3,84,46,-0.015638849910232663,0.0017845146475483705,-0.0014104221754583388,313,0.0017302900075398787,81,-0.017256225056020758,184.0,148,-0.0013462852640742926,73.0,0.25
anthony-lopes,Olympique Lyon,France,7578.0,Goalkeeper,3,0,27,0,-0.026425291688596357,-0.0014338227116600455,-0.001610455300869079,54,-0.0017026037745049673,12,-0.03423314857947868,184.0,15,-0.0013562212307269023,81.0,0.25
anthony-mounier,Montpellier HSC,France,6478.0,Left Midfielder,19,0,61,20,-0.010582149531052656,-0.0014306109337561275,-0.001406956850241764,186,-0.001487461367288199,60,-0.01221650265081219,174.0,65,-0.0013531832809537188,65.0,0.0
anthony-reveillere,Olympique Lyon,France,3600.0,Right Fullback,91,1,285,9,0.00978647180343542,-0.0008618319229961877,-0.0009951656120683915,563,-0.0010862665498432287,138,0.013595055825321853,180.0,140,-0.0007830140810943868,77.0,0.25
antoine-griezmann,Real Sociedad,Spain,7749.0,Left Winger,29,0,94,58,-0.00015411870729891558,-0.0015700977232319265,-0.002392643889537833,219,-0.002529548330323096,53,-0.0012586293833138401,176.0,72,-0.001485120753944359,68.0,0.25
antolin-alcaraz,Wigan Athletic,England,4593.0,Center Back,43,3,87,14,0.02306337983116309,0.0037689351320013167,0.00383220322950326,216,0.007001136986122645,60,0.03422115517600187,184.0,69,0.0032816031440467963,78.0,0.0
anton-ferdinand,Queens Park Rangers,England,5527.0,Center Back,31,0,120,5,-0.011263085877978668,-0.0013981913013947885,-0.0014241260648910053,317,-0.0015056129854369952,68,-0.011230003061522545,178.0,129,-0.0013225182668322021,78.0,0.375
anton-putsila,SC Freiburg,Germany,6369.0,Center Midfielder,24,0,39,11,0.01256642507465947,-0.0015454655072285055,-0.0026687490579738733,139,-0.0028214519315505533,36,0.02510094788322255,180.0,64,-0.0014618216849367157,74.0,0.125
antonio-lopez_2,RCD Mallorca,Spain,4273.0,Left Fullback,61,3,138,16,0.016198825515773337,0.0016591946410267338,0.0012154591651501888,344,0.0026823608474219993,92,0.025737708198907874,176.0,114,0.0005824087831476105,74.0,0.25
antonio-ruediger,VfB Stuttgart,Germany,8462.0,Center Back,24,3,40,8,0.02606119929819112,0.007486711587667034,0.0014143901416026842,113,0.00727151582654533,26,0.027650373021011698,190.0,47,0.0016071853195421836,85.0,1.0
